,N_index,NYSE:EGL Open,NYSE:EGL High,NYSE:EGL Low,NYSE:EGL Close,NYSE:BA Open,NYSE:BA High,NYSE:BA Low,NYSE:BA Close,NYSE:TGI Open,NYSE:TGI High,NYSE:TGI Low,NYSE:TGI Close,NYSE:LMT Open,NYSE:LMT High,NYSE:LMT Low,NYSE:LMT Close,NYSE:NOC Open,NYSE:NOC High,NYSE:NOC Low,NYSE:NOC Close,NYSE:OA Open,NYSE:OA High,NYSE:OA Low,NYSE:OA Close
21-Oct-16,299,29.21,29.68,29.06,29.21,134.72,136.19,134.25,135.63,23.40,23.90,23.1,23.7,231.07,231.16,228.50,230.52,215.93,216.34,214.59,215.86,76.16,76.33,75.42,76.05
20-Oct-16,300,29.88,30.35,29.45,29.56,135.92,136.75,135.37,135.84,23.45,23.85,23.12,23.65,232.15,232.71,230.72,231.83,218.26,218.88,216.39,217.36,76.52,77.29,76.2,76.5
19-Oct-16,301,30.57,30.59,29.91,29.91,135.42,136.95,135.33,136.18,24.30,24.65,23.4,23.4,233.08,233.74,231.58,232.33,219.33,219.49,217.43,218.16,77.51,77.65,76.6,76.89
18-Oct-16,302,30.37,30.61,29.78,30.47,135.03,135.74,134.92,135.1,24.30,24.55,23.3,24.25,234.29,239.6,232.58,232.79,220.31,220.41,218.79,219.44,76.93,78.40,75.71,77.64
17-Oct-16,303,31.00,31.29,30.03,30.05,133.50,135.38,133.33,134.0,24.05,24.30,23.35,23.95,232.68,234.33,232.60,232.77,218.85,220.37,218.85,219.14,73.73,74.64,73.39,74.41
14-Oct-16,304,30.41,31.35,30.07,30.12,134.56,135.25,133.48,133.5,24.40,24.54,23.89,24.1,233.38,234.09,231.93,232.57,219.27,219.74,217.6,218.92,73.37,73.86,73.24,73.53
13-Oct-16,305,30.25,31.10,29.72,30.48,132.42,133.93,131.39,133.38,24.20,24.27,23.92,24.18,231.66,233.42,231.05,232.99,215.83,218.91,215.08,218.37,72.16,73.20,71.52,72.92
12-Oct-16,306,30.35,30.78,29.99,30.59,133.76,134.28,133.00,133.16,24.81,25.10,24.18,24.58,231.93,233.12,231.37,232.1,215.02,217.90,214.95,216.85,72.71,73.21,72.45,72.62
11-Oct-16,307,30.67,30.71,30.11,30.29,134.94,135.69,133.27,133.74,25.69,25.84,24.54,24.73,233.00,233.63,231.64,231.85,216.22,216.46,214.69,215.22,73.97,74.59,72.45,72.86
10-Oct-16,308,30.56,31.11,30.52,30.82,134.59,136.87,134.59,135.84,25.81,26.53,25.81,25.88,233.82,234.93,233.12,233.29,215.86,216.87,215.59,216.62,74.19,75.01,74.16,74.38
7-Oct-16,309,31.24,31.24,30.17,30.4,133.93,134.66,132.54,133.85,26.52,26.65,25.2,25.59,233.20,233.99,231.57,233.53,213.64,215.89,212.37,215.43,75.10,75.29,74.0,74.15
6-Oct-16,310,31.69,31.69,30.8,31.29,134.83,135.00,133.68,134.42,27.94,27.94,26.8,27.0,237.00,237.02,234.48,234.72,212.88,215.26,212.02,214.21,75.74,75.80,75.16,75.31
5-Oct-16,311,31.70,32.17,31.58,31.77,132.93,134.90,132.55,134.66,27.62,28.84,27.54,28.48,239.05,239.05,236.50,236.6,214.62,214.62,212.23,212.48,76.18,77.34,75.56,75.6
4-Oct-16,312,31.88,32.63,31.4,31.6,132.77,133.23,131.69,132.25,27.90,28.27,27.32,27.83,240.96,241.05,236.50,237.1,215.44,215.60,212.19,212.83,76.99,77.20,75.62,76.29
3-Oct-16,313,31.21,31.79,30.68,31.69,131.28,132.72,130.74,132.38,27.77,27.92,27.43,27.65,238.71,241.3,237.54,240.58,213.00,215.36,212.87,215.1,76.23,77.06,75.93,76.7
30-Sep-16,314,31.57,31.69,30.95,31.5,132.09,132.63,131.27,131.74,27.58,28.07,27.15,27.88,243.06,243.47,237.33,239.72,214.22,215.13,210.6,213.95,75.58,76.73,75.09,76.23
29-Sep-16,315,31.99,32.58,31.26,31.51,131.80,132.78,130.68,131.03,27.75,27.97,27.01,27.28,246.08,246.08,240.96,242.34,217.23,217.23,212.3,213.61,76.41,76.74,75.06,75.45
28-Sep-16,316,32.10,32.49,31.83,32.14,131.59,132.36,130.59,132.23,27.45,27.87,27.0,27.7,246.13,246.96,244.86,245.75,218.42,218.42,216.68,217.9,76.81,77.22,76.31,76.84
27-Sep-16,317,31.75,32.07,31.34,31.94,130.29,131.74,129.86,131.32,27.00,27.67,26.94,27.3,246.04,247.02,245.30,245.79,217.27,218.67,216.57,218.05,76.49,77.47,76.15,76.76
26-Sep-16,318,32.08,32.19,31.68,31.81,131.07,131.58,130.43,130.57,26.65,27.30,26.36,27.1,245.71,247.48,245.01,245.53,216.58,217.62,216.03,217.0,73.97,76.37,73.78,76.0
23-Sep-16,319,31.87,32.60,31.64,32.12,131.25,132.29,131.01,131.78,26.83,27.11,26.57,26.7,246.08,246.54,244.64,245.84,215.69,217.49,214.84,217.05,74.18,75.08,74.09,74.44
22-Sep-16,320,31.09,31.95,31.09,31.84,131.45,132.48,131.17,131.87,27.00,27.33,26.79,26.92,244.95,247.03,244.74,246.62,216.94,217.19,215.79,216.49,74.07,75.25,74.07,74.77
21-Sep-16,321,30.65,31.18,30.43,31.1,128.18,130.63,128.18,130.56,27.09,27.20,26.31,26.74,241.14,243.87,240.62,243.82,212.26,216.08,212.18,215.85,73.50,74.49,73.1,74.01
20-Sep-16,322,31.66,31.66,30.37,30.53,127.95,128.50,127.57,127.79,28.31,28.31,26.92,26.96,241.35,242.24,240.48,240.48,212.20,212.77,211.35,212.11,73.47,73.84,72.79,73.26
19-Sep-16,323,29.67,31.40,29.66,31.21,127.50,128.30,127.27,127.48,28.99,29.02,27.86,28.01,239.30,241.89,239.08,240.88,211.25,212.33,210.98,211.16,72.46,73.41,72.29,72.95
16-Sep-16,324,29.24,29.61,29.04,29.53,127.71,127.71,126.34,126.7,29.95,30.34,28.01,28.67,238.42,238.64,237.25,237.45,211.07,211.91,210.6,211.0,73.87,73.87,72.4,72.48
15-Sep-16,325,29.19,29.95,29.09,29.59,127.57,128.46,126.94,127.77,29.86,30.14,29.4,30.01,237.41,239.49,236.70,239.09,208.64,212.19,208.16,211.39,73.13,74.09,73.01,73.93
14-Sep-16,326,29.59,29.73,29.2,29.3,128.91,129.31,127.34,127.67,31.94,32.13,29.53,29.92,237.41,239.01,236.91,237.41,208.23,209.33,208.09,208.81,74.74,75.42,72.88,73.44
13-Sep-16,327,29.92,30.10,29.28,29.43,129.22,130.02,128.26,128.76,32.19,32.60,31.5,32.1,237.67,238.72,237.00,237.41,209.02,210.26,208.09,208.36,75.08,75.61,74.46,74.83
12-Sep-16,328,29.88,30.48,29.59,30.29,126.88,130.68,126.31,130.12,31.04,32.88,30.84,32.72,236.50,239.5,235.28,238.8,208.36,210.91,206.69,210.27,74.70,75.92,74.5,75.75
9-Sep-16,329,30.99,31.01,30.12,30.15,131.94,131.94,128.52,128.53,32.57,32.87,31.44,31.44,240.14,240.64,237.89,237.94,211.18,211.70,209.19,209.24,75.26,75.69,74.8,75.14
8-Sep-16,330,31.03,31.35,30.98,31.27,132.32,132.91,131.51,132.9,33.15,33.23,32.01,33.06,240.49,242.25,240.00,241.63,212.02,213.17,211.58,212.73,75.55,76.47,75.41,75.96
7-Sep-16,331,30.69,31.10,30.58,31.0,132.48,133.08,132.00,132.64,32.81,33.42,32.71,33.25,242.16,243.0,241.15,241.37,214.01,214.03,212.12,212.86,76.76,77.00,75.6,75.84
6-Sep-16,332,30.78,30.78,30.41,30.68,131.63,132.99,131.27,132.99,33.23,33.59,32.39,32.84,244.24,244.49,242.26,243.0,213.34,214.84,212.87,214.76,78.15,78.15,76.53,77.28
2-Sep-16,333,30.29,30.84,30.29,30.61,130.89,131.96,130.58,131.16,32.55,33.75,32.35,33.23,243.75,245.0,242.26,243.32,212.36,213.62,212.06,213.24,77.15,78.02,77.15,77.88
1-Sep-16,334,29.94,30.19,29.63,30.18,130.03,130.03,128.36,129.9,31.87,32.17,31.27,32.17,243.13,243.84,241.90,243.61,212.20,213.03,210.24,211.83,76.10,77.46,76.1,77.27
31-Aug-16,335,30.18,30.18,29.62,30.0,130.83,130.83,129.14,129.45,32.04,32.14,31.34,31.86,239.00,243.62,238.60,242.97,212.43,212.46,210.98,212.07,76.05,76.24,74.9,75.43
30-Aug-16,336,30.12,30.27,30.01,30.07,133.19,133.44,130.68,130.81,32.50,32.58,31.71,32.18,242.65,243.31,238.85,239.45,213.32,213.78,211.9,212.62,75.83,76.46,75.72,75.98
29-Aug-16,337,30.15,30.42,30.12,30.21,132.72,133.58,132.32,132.9,31.98,32.74,31.98,32.56,245.00,246.08,244.04,244.3,211.65,213.69,211.42,213.1,74.61,76.48,74.61,76.04
26-Aug-16,338,29.97,30.32,29.93,30.17,133.50,134.08,131.82,132.23,31.51,32.17,31.25,31.98,249.00,249.8,243.65,244.44,213.74,214.72,211.12,211.93,75.16,76.01,74.16,74.46
25-Aug-16,339,29.75,30.07,29.61,30.01,133.30,133.30,132.42,132.98,31.45,32.55,31.21,31.49,247.61,250.19,246.00,248.53,211.47,214.16,210.62,213.44,75.87,76.44,74.98,75.2
24-Aug-16,340,29.91,30.15,29.73,29.86,134.01,134.65,133.07,133.29,32.06,32.59,31.63,31.66,248.76,249.75,244.80,248.12,213.83,214.59,212.16,214.0,75.97,76.47,74.82,76.05
23-Aug-16,341,30.35,30.48,30.0,30.02,135.32,136.37,133.64,134.14,32.10,32.37,31.98,32.12,255.24,255.24,248.14,249.75,218.84,218.90,214.22,214.5,75.04,76.15,74.75,76.03
22-Aug-16,342,30.12,30.31,29.85,30.25,134.30,135.67,133.84,134.99,31.96,31.98,31.2,31.9,254.37,256.42,253.75,254.2,217.37,218.84,216.77,218.26,72.84,74.56,72.48,74.48
19-Aug-16,343,30.11,30.27,29.89,30.21,134.50,135.00,133.84,134.44,32.14,32.24,31.84,32.05,254.73,255.0,252.70,254.12,217.50,218.49,216.76,217.42,72.00,73.13,71.73,73.09
18-Aug-16,344,29.77,30.35,29.76,30.34,134.72,135.96,134.53,135.0,31.12,32.42,31.01,32.26,255.64,255.99,254.10,255.42,218.50,219.00,217.68,218.14,72.00,72.33,71.85,72.14
17-Aug-16,345,30.00,30.63,29.49,29.9,134.85,134.99,134.11,134.72,31.49,31.50,30.85,31.19,256.70,257.5,251.55,255.64,217.36,218.74,216.6,218.55,71.90,72.63,71.67,72.05
16-Aug-16,346,32.52,32.54,30.98,31.24,134.15,135.21,133.40,135.0,31.86,31.91,30.99,31.54,265.23,266.04,254.44,256.77,218.95,219.46,216.43,217.1,73.08,73.27,71.52,71.67
15-Aug-16,347,31.91,32.51,31.91,32.42,133.70,135.00,133.55,134.66,31.20,32.28,31.03,32.15,264.22,266.93,264.20,266.5,218.12,220.52,217.84,219.81,73.63,74.61,73.25,73.37
12-Aug-16,348,32.13,32.18,31.7,31.98,132.90,133.78,132.63,133.1,30.71,31.02,30.54,31.0,262.49,265.34,261.66,264.15,217.99,218.45,217.0,218.21,73.97,76.25,73.5,73.63
11-Aug-16,349,32.12,32.52,31.91,32.09,132.85,133.56,132.30,133.0,30.15,30.91,29.96,30.83,261.50,264.07,260.15,262.54,217.62,218.33,216.5,217.99,71.65,75.32,71.5,74.15
10-Aug-16,350,31.84,32.04,31.61,31.9,132.10,133.53,131.71,132.28,30.72,30.72,29.9,30.2,259.82,262.1,259.07,261.3,216.91,217.56,216.03,217.18,78.52,79.69,67.04,70.79
9-Aug-16,351,32.07,32.15,31.61,31.94,132.73,132.99,132.23,132.62,30.37,30.71,30.21,30.69,260.43,261.29,259.18,260.66,216.40,216.84,215.92,216.74,87.28,89.43,87.1,88.77
8-Aug-16,352,32.56,32.61,31.76,31.86,132.14,132.95,131.75,132.19,30.64,30.79,30.12,30.29,260.00,261.87,258.79,260.19,218.84,218.84,215.57,216.07,87.38,87.64,86.87,87.3
5-Aug-16,353,32.00,32.76,31.93,32.66,132.21,132.44,131.01,131.73,29.54,30.92,29.37,30.74,259.14,260.29,257.63,260.29,218.64,219.47,218.17,218.95,87.50,87.80,87.24,87.39
4-Aug-16,354,31.69,32.02,31.44,31.66,132.00,132.55,130.96,131.21,30.10,30.27,29.09,29.18,257.65,258.78,256.14,257.75,219.27,219.96,218.03,218.34,86.85,87.49,86.78,87.31
3-Aug-16,355,31.34,32.07,30.85,31.93,131.77,132.45,131.62,131.87,29.60,30.70,29.38,30.08,257.51,257.75,254.75,256.85,218.95,219.53,217.8,218.66,86.03,86.98,85.6,86.67
2-Aug-16,356,31.85,31.85,30.82,31.17,132.95,133.40,131.35,131.6,30.20,30.49,29.14,29.57,254.17,257.46,252.73,257.0,216.69,219.00,215.87,218.68,88.00,88.09,86.2,86.22
1-Aug-16,357,31.10,31.74,30.04,31.14,133.21,134.23,132.70,133.21,30.83,31.18,29.81,30.22,252.63,254.93,252.30,254.84,215.86,217.69,215.77,216.69,87.03,88.17,86.92,88.06
29-Jul-16,358,28.90,29.31,28.79,29.04,133.05,133.80,132.30,133.66,29.60,31.05,28.43,30.83,254.50,254.81,252.70,252.73,217.23,217.95,216.61,216.63,87.34,88.00,86.98,87.12
28-Jul-16,359,29.39,29.62,28.94,28.99,135.40,135.86,132.55,133.01,35.67,36.36,29.1,29.93,254.20,254.89,252.05,254.55,217.78,218.88,215.62,217.23,86.88,87.67,86.47,87.57
27-Jul-16,360,29.69,29.99,29.34,29.41,136.14,139.45,135.71,135.96,39.28,39.92,38.9,39.31,255.47,256.0,253.03,254.16,222.06,222.30,216.2,217.81,87.81,87.99,86.28,86.89
26-Jul-16,361,29.47,29.86,28.97,29.58,132.90,134.97,132.51,134.85,38.35,39.18,38.08,39.11,255.62,256.46,253.83,254.76,219.22,219.87,217.95,218.35,86.67,87.62,86.47,87.52
25-Jul-16,362,26.00,30.08,26.0,28.97,133.18,133.30,132.38,132.94,39.11,39.32,38.4,38.43,256.82,257.28,254.72,255.62,219.44,219.44,217.51,219.13,87.00,87.21,86.63,86.76
22-Jul-16,363,26.42,26.46,25.73,25.87,131.75,133.49,130.57,133.47,38.61,39.45,38.06,39.4,254.60,257.49,253.05,257.31,217.65,219.94,217.0,219.6,86.88,87.46,86.48,87.23
21-Jul-16,364,26.12,26.97,25.78,26.44,134.76,134.98,133.03,133.53,38.63,39.56,38.63,38.94,257.49,257.49,251.60,254.14,222.80,222.82,217.25,218.21,87.87,88.03,86.92,87.07
20-Jul-16,365,25.72,25.91,25.49,25.64,134.55,135.18,134.04,134.72,37.93,38.86,37.42,38.54,259.32,259.82,255.89,256.67,222.25,223.22,221.5,222.55,87.55,88.28,87.39,87.85
19-Jul-16,366,25.70,26.04,25.45,25.62,132.91,135.67,132.83,134.66,37.89,38.30,37.53,37.87,258.54,263.37,252.10,258.96,221.00,224.12,218.13,221.55,85.95,88.50,85.95,87.6
18-Jul-16,367,25.79,26.32,25.63,25.79,132.38,133.89,131.95,133.43,37.70,38.25,37.0,38.17,257.78,258.29,255.30,256.29,222.15,222.16,220.68,220.81,86.39,87.26,86.04,86.15
15-Jul-16,368,26.02,26.04,25.69,25.91,131.80,132.75,131.45,132.39,37.21,38.03,36.81,37.94,257.11,257.62,256.10,256.98,222.00,222.00,220.76,221.46,85.75,86.78,85.56,86.29
14-Jul-16,369,26.30,26.42,25.44,25.99,131.63,131.92,130.20,131.55,37.09,37.25,36.46,36.91,257.19,257.94,254.70,256.0,223.11,223.20,220.82,221.13,85.93,86.10,85.32,85.35
13-Jul-16,370,25.64,26.06,25.58,26.04,131.28,131.39,129.37,130.11,36.81,37.00,36.31,36.49,255.10,256.44,254.92,255.9,221.13,221.99,220.49,221.78,86.39,86.44,85.33,85.33
12-Jul-16,371,24.99,25.70,24.88,25.55,132.80,133.00,130.33,130.81,36.32,37.17,36.0,36.77,255.64,256.38,254.03,254.7,222.41,222.66,220.25,220.47,85.49,86.20,85.16,85.98
11-Jul-16,372,24.36,24.93,24.36,24.78,130.84,133.25,130.80,132.04,35.56,36.28,35.4,35.95,252.38,256.34,251.92,254.39,222.30,223.80,221.62,221.96,84.43,85.47,84.33,84.75
8-Jul-16,373,23.34,24.60,23.21,24.51,128.60,130.46,127.66,130.09,33.92,35.96,33.77,35.75,250.78,252.3,248.50,251.9,221.50,222.19,220.3,221.97,84.60,84.89,84.19,84.43
7-Jul-16,374,22.70,23.05,22.62,23.01,126.92,128.17,126.26,127.17,33.56,34.56,32.85,33.28,250.23,251.22,248.61,249.77,221.40,222.03,219.81,220.5,83.42,84.01,83.24,83.86
6-Jul-16,375,22.05,22.79,22.05,22.69,127.25,127.31,123.96,126.96,33.55,33.76,32.16,33.38,250.95,251.32,247.88,250.08,221.65,222.07,220.27,221.73,83.96,84.12,83.14,83.32
5-Jul-16,376,22.00,22.25,21.79,22.1,128.43,129.00,126.63,126.97,35.30,35.50,33.33,33.65,248.80,250.38,248.42,249.51,221.56,222.25,220.61,221.55,85.05,85.08,84.0,84.36
1-Jul-16,377,21.16,22.15,21.16,22.09,129.54,130.34,129.16,129.69,35.43,36.50,35.14,35.67,248.24,249.92,248.24,249.35,222.50,223.42,221.07,221.8,85.08,86.23,84.92,85.09
30-Jun-16,378,20.86,21.40,20.6,21.12,127.08,129.87,127.08,129.87,33.87,35.52,33.51,35.5,244.78,248.72,244.67,248.17,217.92,223.11,217.33,222.28,84.20,85.72,83.81,85.14
29-Jun-16,379,20.08,20.92,19.76,20.84,125.49,127.32,124.16,126.99,33.57,34.20,33.11,33.87,242.00,244.69,241.66,244.08,217.20,217.62,216.0,217.24,83.20,84.45,82.74,84.31
28-Jun-16,380,19.96,20.09,19.46,19.77,124.50,124.76,122.70,123.89,33.34,33.90,32.35,33.01,240.11,240.96,237.65,240.91,215.14,216.18,212.88,216.13,83.66,83.99,82.11,82.65
27-Jun-16,381,21.38,22.13,19.61,19.69,125.68,125.75,122.35,122.7,35.67,35.90,32.61,32.84,238.78,239.97,236.07,239.29,211.89,214.39,210.08,214.15,83.68,83.78,82.59,83.16
24-Jun-16,382,21.68,22.05,21.56,21.78,128.14,129.39,126.21,126.52,37.75,37.80,36.04,36.11,234.85,242.87,234.75,239.7,209.00,214.99,208.29,212.71,85.46,86.42,84.22,84.39
23-Jun-16,383,22.93,23.14,22.57,22.82,133.91,134.55,132.73,133.55,39.56,40.09,39.04,39.5,239.79,240.0,238.18,240.0,216.63,216.63,213.85,214.7,88.19,88.19,87.13,87.43
22-Jun-16,384,22.88,22.90,22.34,22.56,132.10,133.16,131.58,131.77,39.05,39.37,38.74,38.94,238.95,239.27,238.04,238.17,215.59,216.01,214.78,214.89,88.53,88.72,87.34,87.48
21-Jun-16,385,22.35,22.35,22.03,22.22,133.19,133.28,131.48,131.52,38.88,39.35,38.65,39.1,239.49,239.85,238.31,238.55,216.17,216.36,214.77,214.85,88.45,88.84,88.0,88.6
20-Jun-16,386,22.35,22.61,22.12,22.35,131.36,133.90,131.21,132.75,38.96,40.00,38.72,38.95,239.20,239.8,237.86,238.64,216.10,216.79,214.96,215.16,88.79,89.48,88.15,88.58
17-Jun-16,387,21.82,22.19,21.61,22.03,129.83,129.99,128.81,129.82,37.44,38.81,37.09,38.27,240.22,240.22,236.66,237.56,217.00,217.00,212.23,214.32,88.37,88.73,86.72,87.94
16-Jun-16,388,21.80,21.92,21.54,21.76,129.32,129.89,126.90,129.37,37.36,37.69,36.71,37.44,239.05,240.45,238.09,239.87,216.64,217.12,214.32,216.74,88.20,88.45,87.43,88.37
15-Jun-16,389,21.98,22.37,21.81,22.03,130.88,131.76,129.97,130.16,37.53,38.87,37.32,37.82,240.11,240.59,239.23,239.45,217.69,218.00,216.62,217.19,88.66,89.38,88.36,88.59
14-Jun-16,390,21.83,22.26,21.18,22.1,129.63,130.60,128.50,130.5,37.98,38.51,36.99,37.42,237.78,240.12,237.25,239.7,213.64,217.09,213.64,216.91,88.26,89.65,87.77,88.61
13-Jun-16,391,22.33,22.63,21.83,21.93,130.79,131.51,129.88,129.92,39.09,39.74,38.04,38.24,240.01,240.7,237.91,237.95,216.67,217.50,214.86,215.05,88.80,89.11,87.98,88.19
10-Jun-16,392,22.70,23.20,22.12,22.42,131.76,132.12,130.37,131.14,39.32,39.36,38.49,38.94,240.01,241.7,239.74,240.58,217.54,218.51,216.86,217.36,89.76,89.99,88.96,89.36
9-Jun-16,393,23.23,23.29,22.84,22.98,132.10,133.82,131.92,133.1,39.64,39.84,39.42,39.7,240.05,240.87,240.00,240.67,217.17,218.73,216.69,218.58,89.61,90.98,89.61,90.63
8-Jun-16,394,23.63,23.76,23.28,23.41,132.52,133.53,132.04,133.0,39.67,40.00,39.15,39.77,239.26,240.75,239.23,240.38,215.70,217.97,215.22,217.66,90.02,90.29,89.4,89.69
7-Jun-16,395,23.66,23.80,23.34,23.6,132.41,133.39,131.82,131.93,39.19,40.00,38.91,39.51,240.20,241.36,239.41,239.5,215.52,216.69,215.52,215.69,89.44,90.51,89.0,90.03
6-Jun-16,396,23.08,23.76,22.96,23.75,127.60,132.08,127.45,131.9,38.33,39.62,38.33,39.25,238.52,240.37,238.52,239.4,215.23,216.19,214.82,215.44,88.97,90.01,88.65,89.61
3-Jun-16,397,23.50,23.60,22.95,23.07,126.42,127.58,125.95,127.38,38.31,38.43,37.24,38.28,237.58,239.64,236.23,238.92,213.01,215.94,211.36,215.18,89.81,90.08,88.89,89.3
2-Jun-16,398,23.43,23.73,23.26,23.47,126.65,127.03,125.32,126.85,37.34,38.41,37.34,38.37,238.13,238.24,236.79,237.83,213.39,213.84,212.04,213.38,88.43,90.50,88.0,89.77
1-Jun-16,399,23.47,23.70,23.27,23.52,126.00,126.50,124.78,126.41,37.41,37.59,36.05,37.39,235.92,238.58,235.36,238.08,211.57,214.41,211.28,214.17,87.30,88.80,87.0,88.56
31-May-16,400,23.73,23.80,23.39,23.53,129.88,129.98,126.04,126.15,37.86,38.43,37.41,37.73,239.74,240.6,236.15,236.23,214.42,215.50,211.21,212.67,88.25,88.68,86.91,87.03
